kanjiID,kanji,authorsNote,onyomiReadingOne,onyomiReadingTwo,onyomiReadingThree,onyomiVocabWordOne,onyomiVocabWordReadingOne,onyomiVocabWordMeaningOne,onyomiSampleSentenceOne,onyomiSampleSentenceMeaningOne,onyomiVocabWordTwo,onyomiVocabWordReadingTwo,onyomiVocabWordMeaningTwo,onyomiSampleSentenceTwo,onyomiSampleSentenceMeaningTwo,onyomiVocabWordThree,onyomiVocabWordReadingThree,onyomiVocabWordMeaningThree,onyomiSampleSentenceThree,onyomiSampleSentenceMeaningThree,onyomiVocabWordFour,onyomiVocabWordReadingFour,onyomiVocabWordMeaningFour,onyomiSampleSentenceFour,onyomiSampleSentenceMeaningFour,onyomiVocabWordFive,onyomiVocabWordReadingFive,onyomiVocabWordMeaningFive,onyomiSampleSentenceFive,onyomiSampleSentenceMeaningFive,onyomiVocabWordSix,onyomiVocabWordReadingSix,onyomiVocabWordMeaningSix,onyomiSampleSentenceSix,onyomiSampleSentenceMeaningSix,onyomiMultipleChoiceReadingOne,onyomiMultipleChoiceReadingTwo,onyomiMultipleChoiceReadingThree,onyomiMultipleChoiceReadingFour,onyomiMultipleChoiceReadingFive,onyomiMultipleChoiceReadingSix,furiganaOnyomiSampleSentenceOne,furiganaOnyomiSampleSentenceTwo,furiganaOnyomiSampleSentenceThree,furiganaOnyomiSampleSentenceFour,furiganaOnyomiSampleSentenceFive,furiganaOnyomiSampleSentenceSix,associatedLevel
399,笛,None,てき,None,None,汽笛,きてき,Steam whistle,汽//き//笛//てき//の音//おと//が遠//とお//くから聞//き//こえました。,The sound of a steam whistle was heard from afar.,,,,,,,,,,,,,,,,,,,,,,,,,,"てき, ひゅう, しゃ, ひょう",,,,,,,,,,,,20
400,章,None,しょう,None,None,文章,ぶんしょう,"Sentence, Text",文//ぶん//章//しょう//の構成//こうせい//がとても論//ろん//理//り//的//てき//です。,The composition of the text is very logical.,章,しょう,Chapter,この本//ほん//の第//だい//一//いっ//章//しょう//はとても興//きょう//味//み//深//ぶか//い。,The first chapter of this book is very interesting.,,,,,,,,,,,,,,,,,,,,,"しょう, ひょう, じょ, てん","しょう, しゅん, じょ,ひょう",,,,,,,,,,,20
401,酒,None,しゅ,None,None,日本酒,にほんしゅ,Sake,日本//にほん//酒//しゅ//は外国//がいこく//人//じん//にも人//にん//気//き//があります。,Sake is also popular among foreigners.,禁//きん//酒,きんしゅ,Abstaining from alcohol,彼//かれ//は健康//けんこう//のために禁酒//きんしゅ//を始//はじ//めました。,He started abstaining from alcohol for his health.,,,,,,,,,,,,,,,,,,,,,"しゅ, しゅう, しょ, じゅ","しゅ, しゅう, じゅう, しょ","しゅ, じゅう, しゅん, じょ",,,,,,,,,,21
402,悲,None,ひ,None,None,悲運,ひうん,Tragic fate,彼//かれ//は若//わか//くして亡//な//くなった悲//ひ//運//うん//の画//が//家//か//として知ら//し//れています。,He is known as a painter who met a tragic fate at a young age.,悲鳴,ひめい,Scream,悲//ひ//鳴//めい//が聞//き//こえて駆//か//けつけました。,I heard a scream and rushed over.,,,,,,,,,,,,,,,,,,,,,"ひ, は, ひゃ, び","ひ, び, ひゃ, き",,,,,,,,,,,21
403,秒,None,びょう,None,None,秒,びょう,Second,1分//ぷん//は60秒//びょう//です。,There are 60 seconds in one minute.,秒速,びょうそく,Speed per second,秒//びょう//速//そく//5メートルで風//かぜ//が吹//ふ//いています。,The wind is blowing at 5 meters per second.,秒読み,びょうよみ,Countdown,ワールドカップの開幕//かいまく//がいよいよ秒//びょう//読//よ//み段階//だんかい//に入//はい//りました。,The opening of the World Cup has finally entered the countdown stage.,,,,,,,,,,,,,,,,"びょう, みょう, びん, ぴょう","びょう, みょう, ぴん, りょう","びょう, び, みょう, ぴん",,,,,,,,,,21
404,短,None,たん,None,None,短気,たんき,Short temper,彼//かれ//は短//たん//気//き//なので気//き//をつけてください。,Be careful because he has a short temper.,短命,たんめい,Short-lived,彼//かれ//は天才//てんさい//だったが、病//びょう//気//き//のため短命//たんめい//に終//お//わった。,"He was a genius, but he was short-lived due to illness.",短期,たんき,Short-term,彼女//かのじょ//は短//たん//期//き//留//りゅう//学//がく//でフランスへ行//い//く予//よ//定//てい//です。,She plans to go to France for a short-term study program.,短所,たんしょ,"Shortcoming, Weakness",誰//だれ//にでも短所//たんしょ//はありますが、それを認//みと//めることは大切//たいせつ//です。,"Everyone has shortcomings, but it's important to acknowledge them.",,,,,,,,,,,"たん, だん, た, はん","たん, はん, た, しゅん","たん, しゅん, はん, た","たん, しゅ, た, だん",,,,,,,,,21
405,薬,None,やく,None,None,薬局,やっきょく,Pharmacy,薬局//やっきょく//で薬//くすり//を買//か//いました。,I bought medicine at the pharmacy.,薬品,やくひん,Chemicals,薬品//やくひん//は慎//しん//重//ちょう//に扱//あつか//う必要//ひつよう//があります。,Chemicals must be handled carefully.,薬草,やくそう,Medicinal herbs,HPが減//へ//っているので薬草//やくそう//を使//つか//って回復//かいふく//しよう。,"Since our HP is decreasing, let's use a healing herb to recover.",火薬,かやく,Gunpowder,花火//はなび//を打//う//ち上//あ//げる際//さい//には火//か//薬//やく//が使//つか//われます。,Gunpowder is used when launching fireworks.,,,,,,,,,,,"やく, くす, やん, きゅう","やく, きゅう, くす, や","やく, やき, くす, きゅう","やく, くす, きゅ, やん",,,,,,,,,21
406,習,None,しゅう,None,None,学習,がくしゅう,Learning,新//あたら//しい言//げん//語//ご//の学//がく//習//しゅう//は楽//たの//しいです。,Learning a new language is fun.,習字,しゅうじ,Calligraphy,習//しゅう//字//じ//の授//じゅ//業//ぎょう//で漢//かん//字//じ//を練//れん//習//しゅう//しました。,We practiced kanji in the calligraphy class.,復習,ふくしゅう,Review,試//し//験//けん//の前//まえ//に復//ふく//習//しゅう//をしました。,I reviewed before the exam.,自習,じしゅう,Self study,自習室//じしゅうしつ//で数学//すうがく//を勉強//べんきょう//しました。,I studied math in the self-study room.,,,,,,,,,,,"しゅう, じゅう, しゅ, しき","しゅう, しゅ, じゅう, しょ","しゅう, しき, じゅう, しゅ","しゅう, しょ, じゅ, しき",,,,,,,,,21
407,陽,None,よう,None,None,太陽,たいよう,Sun,太陽//たいよう//が沈//しず//む光景//こうけい//は美//うつく//しいです。,The sight of the setting sun is beautiful.,陽気,ようき,Cheerful,彼女//かのじょ//はとても陽//よう//気//き//な性格//せいかく//です。,She has a very cheerful personality.,陽性//せい//,ようせい,Positive,検//けん//査//さ//で陽性反応//ようせいはんのう//が出//で//ました。,The test result came back positive.,,,,,,,,,,,,,,,,"よう, たい, とう, よ","よう, たい, とう, ゆう","よう, よ, ゆ, た","よう, たい, ゆう, とう",,,,,,,,,21
408,皮,None,ひ,None,None,皮肉,ひにく,Sarcasm,彼//かれ//はいつも皮肉//ひにく//を言//い//っている。,He always makes sarcastic remarks.,脱//だっ//皮,だっぴ,Molting,蛇//へび//は定//てい//期//き//的//てき//に脱皮//だっぴ//をします。,Snakes shed their skin periodically.,,,,,,,,,,,,,,,,,,,,,"ひ, ひい, び, は","ぴ, は, か, ひゃ",,,,,,,,,,,21
409,歯,None,し,None,None,歯科,しか,Dentistry,歯科//しか//医//い//院//いん//で検診//けんしん//を受//う//けました。,I had a check-up at the dental clinic.,歯石,しせき,Tartar,歯//し//石//せき//を除去//じょきょ//してもらいました。,I had tartar removed.,乳//にゅう//歯,にゅうし,Baby tooth,子//こ//どもの乳//にゅう//歯//し//が抜//ぬ//け始//はじ//めました。,My child's baby teeth have started to fall out.,,,,,,,,,,,,,,,,"し, は, しん, じ","し, じ, は, しゅ","し, じ, しゅ, は",,,,,,,,,,21
410,柱,None,ちゅう,None,None,電柱,でんちゅう,Utility pole,電//でん//柱//ちゅう//が倒//たお//れて通行//つうこう//が制限//せいげん//されています。,"A utility pole fell, restricting traffic.",,,,,,,,,,,,,,,,,,,,,,,,,,"ちゅう, しゅ, ち, しゅう",,,,,,,,,,,,21
411,祭,None,さい,None,None,文化祭,ぶんかさい,Cultural festival,学校//がっこう//の文//ぶん//化//か//祭//さい//が楽//たの//しかったです。,The school cultural festival was fun.,音楽祭,おんがくさい,Music festival,今年//ことし//の音楽祭//おんがくさい//では、有名//ゆうめい//なバンドが演奏//えんそう//する予//よ//定//てい//です。,A famous band is scheduled to perform at this year’s music festival.,,,,,,,,,,,,,,,,,,,,,"さい, さん, ざい, まつ","さい, まつ, ざい, ぎょ",,,,,,,,,,,21
412,筆,None,ひつ,None,None,筆記,ひっき,Writing,筆//ひっ//記//き//試//し//験//けん//に合格//ごうかく//しました。,I passed the written exam.,筆者,ひっしゃ,Author,筆者//ひっしゃ//の意図//いと//がわかりやすい文章//ぶんしょう//です。,The author's intention is clear.,万年筆,まんねんひつ,Fountain pen,新//あたら//しい万年筆//まんねんひつ//を買//か//いました。,I bought a new fountain pen.,,,,,,,,,,,,,,,,"ひっ, ふ, びつ, ふつ","ひっ, ふう, ふで, ひふ","ひつ, ふう, ふつ, き",,,,,,,,,,21
413,童,None,どう,None,None,童話,どうわ,Fairy tale,子//こ//供//ども//たちは童//どう//話//どうわ//を楽//たの//しんでいました。,The children enjoyed the fairy tale.,童心,どうしん,Childlike heart,彼//かれ//はいつまでも童心//どうしん//を忘//わす//れない人//ひと//です。,He never loses his childlike heart.,童顔,どうがん,Baby face,彼女//かのじょ//は童顔//どうがん//なので実年齢//じつねんれい//より若//わか//く見//み//えます。,She looks younger than her age due to her baby face.,,,,,,,,,,,,,,,,"どう, どん, わ, じ","どう, じ, どん, こう","どう, どん, し, じ",,,,,,,,,,21
414,洋,None,よう,None,None,西洋,せいよう,Western,西洋//せいよう//の文//ぶん//化//か//を学//まな//ぶのは興//きょう//味//み//深//ぶか//いです。,Studying Western culture is fascinating.,太平洋,たいへいよう,Pacific Ocean,太平洋//たいへいよう//を渡//わた//る船旅//ふなたび//をしました。,I went on a voyage across the Pacific Ocean.,洋酒,ようしゅ,Western liquor,彼女//かのじょ//は日本//にほん//酒//しゅ//よりも洋酒//ようしゅ//を好//この//みます。,She prefers Western liquor to Japanese sake.,,,,,,,,,,,,,,,,"よう, よ, とう, せい","よう, せい, よ, ほう","よう, よ, さん, ほう",,,,,,,,,,21
415,旅,None,りょ,None,None,旅行,りょこう,Travel,旅行//りょこう//は人生//じんせい//の素晴//すば//らしい経験//けいけん//です。,Travel is a wonderful life experience.,旅館,りょかん,Japanese inn,旅館//りょかん//で温泉//おんせん//を楽//たの//しみました。,I enjoyed the hot spring at the inn.,,,,,,,,,,,,,,,,,,,,,"りょ, りょう, こう, た","りょ, りょか, りょく, た",,,,,,,,,,,21
416,畑,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
417,緑,None,りょく,None,None,緑地,りょくち,Green space,緑//りょく//地//ち//公園//こうえん//で散//さん//歩//ぽ//を楽//たの//しみました。,I enjoyed a walk in the green space park.,緑化,りょっか,Greening,緑化//りょっか//活動//かつどう//が街//まち//で進//すす//められています。,Greening efforts are underway in the city.,新緑,しんりょく,Fresh greenery,春//はる//の新緑//しんりょく//が目//め//に優//やさ//しいです。,The fresh greenery of spring is soothing.,,,,,,,,,,,,,,,,"りょく, りょ, しん, りく","りょっ, しん, りく, み","りょく, りょ, しん, り",,,,,,,,,,21
418,礼,None,れい,None,None,失//しつ//礼,しつれい,Rudeness,失礼//しつれい//な態//たい//度//ど//は避//さ//けるべきです。,Rude behavior should be avoided.,お礼,おれい,Thanks,贈//おく//り物//もの//のお礼//れい//を言//い//いました。,I expressed my thanks for the gift.,,,,,,,,,,,,,,,,,,,,,"れい, ら, れ, らく","れい, ら, らく, らい",,,,,,,,,,,21
419,軽,None,けい,None,None,軽食,けいしょく,Light meal,カフェで軽//けい//食//しょく//を注//ちゅう//文//もん//しました。,I got a snack at the café.,軽油,けいゆ,Diesel oil,この車//くるま//は軽//けい//油//ゆ//で動//うご//きます。,This car runs on diesel oil.,,,,,,,,,,,,,,,,,,,,,"けい, け, かる, けん","けい, けん, かる, かん","けい, け, かん, けん","けい, け, かる, けん",,,,,,,,,21
420,昔,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"せき, しゃく, むか, こん","せき, こん, しゃく, き",,,,,,,,,,,21
421,泳,None,えい,None,None,水泳,すいえい,Swimming,彼//かれ//は水泳//すいえい//大会//たいかい//で優勝//ゆうしょう//しました。,He won the swimming competition.,遊泳,ゆうえい,Swimming,湖//みずうみ//で遊泳//ゆうえい//は禁//きん//止//し//されています。,Swimming is prohibited in the lake.,,,,,,,,,,,,,,,,,,,,,"えい, およ,ゆう, ひら","えい, ゆう, え, ほう",,,,,,,,,,,22
422,荷,None,か,None,None,出荷,しゅっか,Shipping,新製品//しんせいひん//は来//らい//週//しゅう//出荷//しゅっか//されます。,The new product will be shipped next week.,入荷,にゅうか,Incoming shipment,新//あたら//しい商//しょう//品//ひん//が入//にゅう//荷//か//されました。,New products have arrived.,負荷,ふか,Load,この作//さ//業//ぎょう//には大//おお//きな負荷//ふか//がかかります。,This task requires a heavy load.,,,,,,,,,,,,,,,,"か, に, ふ, にゅう","か, にゅう, ふ, に","か, に, にゅう, ふ",,,,,,,,,,22
423,炭,None,たん,None,None,石炭,せきたん,Coal,石炭//せきたん//を輸//ゆ//入//にゅう//しています。,Coal is being imported.,木炭,もくたん,Charcoal,バーベキュー用//よう//の木炭//もくたん//を買//か//いました。,I bought charcoal for the barbecue.,,,,,,,,,,,,,,,,,,,,,"たん, すみ, せき, もく","たん, もく, せき, す",,,,,,,,,,,22
424,服,None,ふく,None,None,制服,せいふく,Uniform,制服//せいふく//が新//あたら//しくなりました。,The uniforms were updated.,洋服,ようふく,Western clothing,洋服//ようふく//をたくさん買//か//いました。,I bought a lot of Western clothes.,私服,しふく,Casual clothes,彼//かれ//は私//し//服//ふく//で出勤//しゅっきん//しました。,He went to work in casual clothes.,,,,,,,,,,,,,,,,"ふく, よう, せい, い","ふく, せい, よう, し","ふく, し, よう, せい","ふく, よう, い, せい",,,,,,,,,22
