kanjiID,kanji,authorsNote,kunyomiReadingOne,kunyomiReadingTwo,kunyomiReadingThree,kunyomiVocabWordOne,kunyomiVocabWordReadingOne,kunyomiVocabWordMeaningOne,kunyomiSampleSentenceOne,kunyomiSampleSentenceMeaningOne,kunyomiVocabWordTwo,kunyomiVocabWordReadingTwo,kunyomiVocabWordMeaningTwo,kunyomiSampleSentenceTwo,kunyomiSampleSentenceMeaningTwo,kunyomiVocabWordThree,kunyomiVocabWordReadingThree,kunyomiVocabWordMeaningThree,kunyomiSampleSentenceThree,kunyomiSampleSentenceMeaningThree,kunyomiVocabWordFour,kunyomiVocabWordReadingFour,kunyomiVocabWordMeaningFour,kunyomiSampleSentenceFour,kunyomiSampleSentenceMeaningFour,kunyomiVocabWordFive,kunyomiVocabWordReadingFive,kunyomiVocabWordMeaningFive,kunyomiSampleSentenceFive,kunyomiSampleSentenceMeaningFive,kunyomiVocabWordSix,kunyomiVocabWordReadingSix,kunyomiVocabWordMeaningSix,kunyomiSampleSentenceSix,kunyomiSampleSentenceMeaningSix,kunyomiMultipleChoiceReadingOne,kunyomiMultipleChoiceReadingTwo,kunyomiMultipleChoiceReadingThree,kunyomiMultipleChoiceReadingFour,kunyomiMultipleChoiceReadingFive,kunyomiMultipleChoiceReadingSix,furiganaKunyomiSampleSentenceOne,furiganaKunyomiSampleSentenceTwo,furiganaKunyomiSampleSentenceThree,furiganaKunyomiSampleSentenceFour,furiganaKunyomiSampleSentenceFive,furiganaKunyomiSampleSentenceSix,associatedLevel
354,速,None,はや,すみ,None,速い,はやい,Fast,新//しん//幹//かん//線//せん//はとにかく速//はや//いです。,The Shinkansen is incredibly fast.,速足,はやあし,Quick pace,速足//はやあし//で駅//えき//まで歩//ある//きました。,I walked to the station at a quick pace.,速やか,すみやか,Prompt,速//すみ//やかな対応//たいおう//が求//もと//められています。,Prompt action is required.,,,,,,,,,,,,,,,,"はや,ばや,は,や","はや,ぞく,あし,しん","すみ,すん,ず,そう",,,,,,,,,,18
355,央,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
356,号,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
357,待,None,ま,None,None,待つ,まつ,To wait,彼女//かのじょ//を駅//えき//で待//ま//っています。,I am waiting for her at the station.,待ち合わせ,まちあわせ,Meeting,駅//えき//で友達//ともだち//と待//ま//ち合//あ//わせをしました。,I met my friend at the station.,待ち遠しい,まちどおしい,Eagerly awaited,夏休//なつやす//みが待//ま//ち遠//どお//しいです。,I am eagerly awaiting summer vacation.,,,,,,,,,,,,,,,,"ま,まち,たい,まん","ま,まちあ,き,まい","ま,まちど,あい,まい",,,,,,,,,,18
358,族,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
359,銀,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
360,詩,None,うた,None,None,詩,うた,Poem,その詩//うた//は美//うつく//しかった。,This poem was beautiful.,,,,,,,,,,,,,,,,,,,,,,,,,,"うた,じ,しゅう,じん",,,,,,,,,,,,18
361,根,None,ね,None,None,根っこ,ねっこ,Root,木//き//の根//ね//っこを掘//ほ//り起//お//こしました。,I dug up the tree root.,根元,ねもと,"Base, origin",この木//き//の根//ね//元//もと//に花//はな//を植//う//えました。,I planted flowers at the base of this tree.,根深い,ねぶかい,Deep-rooted,根//ね//深//ぶか//い問題//もんだい//を解決//かいけつ//するのは難//むずか//しいです。,Solving deep-rooted problems is difficult.,,,,,,,,,,,,,,,,"ね,ざ,もと,ねん","ね,もと,な,ねい","ね,ねい,もと,しん",,,,,,,,,,19
362,苦,None,くる,にが,None,苦しい,くるしい,"Painful, difficult",彼//かれ//は苦//くる//しい状況//じょうきょう//に耐//た//えています。,He is enduring a painful situation.,苦い,にがい,Bitter,この薬//くすり//はとても苦//にが//い味//あじ//がします。,This medicine tastes very bitter.,苦手,にがて,"Poor at, dislike",私//わたし//は数学//すうがく//が苦//にが//手//て//です。,I’m bad at math.,,,,,,,,,,,,,,,,"くる,に,ぐ,こう","にが,く,ぐ,こう","にが,く,ぐ,こう",,,,,,,,,,19
363,具,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
364,医,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
365,丁,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
366,仕,None,つか,None,None,仕える,つかえる,To serve,王様//おうさま//に仕//つか//える仕//し//事//ごと//を任//まか//されました。,I was assigned to serve the king.,,,,,,,,,,,,,,,,,,,,,,,,,,"つか,じ,つ,しょう",,,,,,,,,,,,19
367,去,None,さ,None,None,去る,さる,To leave,彼//かれ//はその場//ば//を静//しず//かに去//さ//りました。,He quietly left the scene.,過//す//ぎ去る,すぎさる,To pass away,夏//なつ//が過//す//ぎ去//さ//るのはあっという間//ま//です。,Summer passes away in the blink of an eye.,去りゆく,さりゆく,To depart,去//さ//りゆく友//とも//に手//て//を振//ふ//りました。,I waved to the departing friend.,,,,,,,,,,,,,,,,"さ,す,さり,さう","さ,さる,す,そう","さ,さり,さる,す",,,,,,,,,,19
368,味,None,あじ,None,None,味わう,あじわう,"To taste, enjoy",この料//りょう//理//り//をゆっくり味//あじ//わってください。,Please take your time to savor this dish.,味見,あじみ,Tasting,スープの味//あじ//見//み//をしてみました。,I tasted the soup.,味気ない,あじけない,"Boring, dull",味//あじ//気//け//ない日々//ひび//に刺//し//激//げき//を求//もと//めています。,I seek excitement in dull days.,,,,,,,,,,,,,,,,"あじ,おい,み,あう","あじ,み,あ,みい","あじ,おい,み,しょう",,,,,,,,,,19
369,鉄,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
370,写,None,うつ,None,None,写す,うつす,"To copy, take (a photo)",カメラで写//うつ//すのが趣//しゅ//味//み//です。,My hobby is taking photos with a camera.,書き写す,かきうつす,To transcribe,本//ほん//の一節//いっせつ//をノートに書//か//き写//うつ//しました。,I transcribed a passage from the book.,写し絵,うつしえ,Tracing picture,子//こ//供//ども//たちは写//うつ//し絵//え//を楽//たの//しんでいます。,The children enjoy tracing pictures.,,,,,,,,,,,,,,,,"うつ,しゃ,う,おう","うつ,しょう,しゃ,じゃ","うつ,す,え,う",,,,,,,,,,19
371,返,None,かえ,None,None,返す,かえす,To Return,図//と//書//しょ//館//かん//に本//ほん//を返//かえ//すのを忘//わす//れました。,I forgot to return the book to the library.,持ち返る,もちかえる,To take back,忘//わす//れた傘//かさ//を持//も//ち返//かえ//りました。,I took back the umbrella I forgot.,,,,,,,,,,,,,,,,,,,,,"かえ, へん, とり, ぺん","かえ, ち, じ, りょう",,,,,,,,,,,19
372,油,None,あぶら,None,None,油,あぶら,Oil,料//りょう//理//り//に使//つか//う油//あぶら//をスーパーで買//か//いました。,I bought cooking oil at the supermarket.,油絵,あぶらえ,Oil painting,彼//かれ//は美//うつく//しい油//あぶら//絵//え//を描//か//きました。,He painted a beautiful oil painting.,,,,,,,,,,,,,,,,,,,,,"あぶら, ゆう, せき, あえ","あぶら, しょ, ゆう, ほ",,,,,,,,,,,19
373,植,None,う,うえ,None,植える,うえる,To Plant,庭//にわ//に花//はな//を植//う//えました。,I planted flowers in the garden.,植木,うえき,Potted plant,植//うえ//木//き//の手//て//入//い//れが必要//ひつよう//です。,Potted plants need maintenance.,,,,,,,,,,,,,,,,,,,,,"う, しょく, も, てい","うえ, きょ, り, しょく",,,,,,,,,,,19
374,宿,None,やど,None,None,宿,やど,"Inn, Lodge",小//ちい//さな宿//やど//に泊//と//まりました。,I stayed at a small inn.,宿る,やどる,To dwell,木//き//に宿//やど//る虫//むし//が見//み//つかりました。,A bug dwelling in the tree was found.,,,,,,,,,,,,,,,,,,,,,"やど, しゅく, ちょ, じょう","やど, しん, れん, ばく",,,,,,,,,,,19
375,豆,None,まめ,None,None,豆,まめ,Bean,朝食//ちょうしょく//に豆//まめ//を食//た//べました。,I ate beans for breakfast.,,,,,,,,,,,,,,,,,,,,,,,,,,"まめ, とう, しょ, こく",,,,,,,,,,,,19
376,倍,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
377,帳,"It is read as ""tobari"" in its kun-yomi reading, but it is not commonly used in daily life.",None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
378,波,None,なみ,None,None,波,なみ,Wave,波//なみ//が今日//きょう//はとても穏//おだ//やかです。,The waves are very calm today.,波打つ,なみうつ,To ripple,風//かぜ//で水面//すいめん//が波//なみ//打//う//っています。,The water surface is rippling in the wind.,波風,なみかぜ,"Discord, Trouble","波風//なみかぜ//が立//た//っていて、海//うみ//は荒//あ//れていた。(Literally means waves and wind, but is used to reflect trouble or discord is brewing.)","Trouble were stirring, and the sea was rough.",,,,,,,,,,,,,,,,"なみ, は, ぱ, さく","なみ, な, は, せい","なみ, は, せん,なん",,,,,,,,,,19
379,注,None,そそ,None,None,注ぐ,そそぐ,To pour,コップに水//みず//を注//そそ//ぎました。,I poured water into the glass.,注ぎ込//こ//む,そそぎこむ,To pour into,情//じょう//熱//ねつ//を仕//し//事//ごと//に注//そそ//ぎ込//こ//んでいます。,I am pouring passion into my work.,,,,,,,,,,,,,,,,,,,,,"そそ, そう, そ, しょ","そそ, そう, そ, しょ",,,,,,,,,,,19
380,級,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
381,幸,None,さいわ,さち,しあわ,幸せ,しあわせ,Happiness,幸//しあわ//せな時//じ//間//かん//を家//か//族//ぞく//と過//す//ごしました。,I spent a happy time with my family.,幸い,さいわい,Fortunately,幸//さいわ//い、事故//じこ//はありませんでした。,"Fortunately, there was no accident.",幸,さち,"Blessing, Harvest",この料//りょう//理//り//には山//やま//の幸//さち//がたくさん使//つか//われています。,This dish is full of the blessings of the mountains.,,,,,,,,,,,,,,,,"しあわ,しあ, し, ふく","さいわ, さ, ざい, そう","さち, さ, ざい, そう",,,,,,,,,,20
382,練,None,ね,None,None,練る,ねる,To Knead,パン生地//きじ//を練//ね//るのは楽//たの//しい作//さ//業//ぎょう//です。,Kneading bread dough is an enjoyable task.,計画を練る,けいかくをねる,To elaborate plans,彼//かれ//は慎//しん//重//ちょう//に計画//けいかく//を練//ね//りました。,He elaborated on his plans carefully.,,,,,,,,,,,,,,,,,,,,,"ね, ねい, れい, そく","ね, ねい, れい, そく",,,,,,,,,,,20
383,悪,None,わる,None,None,悪い,わるい,Bad,天//てん//気//き//が悪//わる//いので外//がい//出//しゅつ//を控//ひか//えました。,I stayed in because of the bad weather.,悪者,わるもの,Villain,映//えい//画//が//の悪者//わるもの//役//やく//が印象的//いんしょうてき//でした。,The villain role in the movie was impressive.,,,,,,,,,,,,,,,,,,,,,"わる,わ, わい, はい","わる, き, あい, あ",,,,,,,,,,,20
384,等,None,ひと,None,None,等しい,ひとしい,Equal,努//ど//力//りょく//しないことは失//しっ//敗//ぱい//することと等//ひと//しい。,Not making an effort is equal to failing.,,,,,,,,,,,,,,,,,,,,,,,,,,"ひと, とう, せい, さい",,,,,,,,,,,,20
385,曲,None,ま,None,None,曲がる,まがる,"To turn, To bend",道//みち//を右//みぎ//に曲//ま//がってください。,Please turn right at the road.,曲がり角,まがりかど,Street corner,次//つぎ//の曲//ま//がり角//かど//を左//ひだり//に曲//ま//がります。,Turn left at the next corner.,,,,,,,,,,,,,,,,,,,,,"ま, きょく, ぎょく, まう","ま, まげ, まう, も",,,,,,,,,,,20
386,庭,None,にわ,None,None,庭,にわ,Garden,庭//にわ//には色//いろ//とりどりの花//はな//が咲//さ//いています。,The garden is full of colorful flowers.,,,,,,,,,,,,,,,,,,,,,,,,,,"にわ, てい, えい, えん",,,,,,,,,,,,20
387,血,None,ち,None,None,血,ち,Blood,彼//かれ//は血//ち//の検//けん//査//さ//を受//う//けました。,He underwent a blood test.,,,,,,,,,,,,,,,,,,,,,,,,,,"ち, こん, ひ, しん",,,,,,,,,,,,20
388,温,None,あたた,None,None,温かい,あたたかい,Warm (Object),温//あたた//かいスープを飲//の//んで元//げん//気//き//になりました。,I felt better after drinking warm soup.,温める,あたためる,To warm,牛乳//ぎゅうにゅう//を温//あたた//めて飲//の//みました。,I warmed up milk and drank it.,,,,,,,,,,,,,,,,,,,,,"あたた,おん, けん, ひん","あたた, けん, すい, あ",,,,,,,,,,,20
389,庫,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
390,坂,None,さか,None,None,坂,さか,"Slope, Hill",この坂//さか//はとても急//きゅう//です。,This hill is very steep.,坂道,さかみち,Hill road,坂道//さかみち//を登//のぼ//るのは大変//たいへん//でした。,It was tough climbing the hill road.,上り坂,のぼりざか,Uphill,上//のぼ//り坂//ざか//では息//いき//が切//き//れました。,I ran out of breath climbing uphill.,,,,,,,,,,,,,,,,"さか, はん, とう, けい","さか, めん, とう, りん","ざか, はん, さい, さ",,,,,,,,,,20
391,息,None,いき,None,None,息,いき,Breath,深//ふか//く息//いき//を吸//す//って、リラックスしてください。,Take a deep breath and relax.,息切れ,いきぎれ,Shortness of breath,息//いき//切//ぎ//れを感//かん//じたら休//やす//んでください。,"If you feel short of breath, take a rest.",息苦しい,いきぐるしい,"Suffocating, Hard to breathe",この部屋//へや//は少//すこ//し息苦//いきぐる//しいです。,This room feels a bit suffocating.,,,,,,,,,,,,,,,,"いき, そく, けん, いい","いき, じょ, せい, い","いき, ぬき, きゅう, せん","いき, せき, れん, い",,,,,,,,,20
392,館,None,やかた,None,None,館,やかた,"Mansion, Large Building",古//ふる//い館//やかた//には独特//どくとく//の雰//ふん//囲//い//気//き//があります。,The old mansion has a unique atmosphere.,,,,,,,,,,,,,,,,,,,,,,,,,,"やかた, かん, けん, せい",,,,,,,,,,,,20
393,屋,None,や,None,None,屋,や,"Shop, Roof",パン屋//や//で新//あたら//しいパンを買//か//いました。,I bought fresh bread at the bakery.,屋根//ね//,やね,Roof,屋根//やね//に鳥//とり//がとまっています。,A bird is perched on the roof.,部屋,へや,Room,部屋//へや//をきれいに掃//そう//除//じ//しました。,I cleaned the room thoroughly.,八百屋,やおや,"Produce stand, Market",八百屋//やおや//で新鮮//しんせん//な野菜//やさい//を買//か//いました。,I bought fresh vegetables at the market.,,,,,,,,,,,"や, おく, おう, かん","や, やね, やう, おう","や, へ, しゃ, やい","や, きゅう, やや, たい",,,,,,,,,20
394,板,None,いた,None,None,板,いた,"Board, Plank",木//き//の板//いた//を使//つか//って棚//たな//を作//つく//りました。,I used wooden planks to make a shelf.,板前,いたまえ,Chef,板前//いたまえ//は魚//さかな//を美//うつく//しく盛//も//り付//つ//けました。,The chef beautifully plated the fish.,まな板,まないた,Cutting Board,まな板//いた//を使//つか//って野//や//菜//さい//を切//き//ります。,I use a cutting board to chop vegetables.,,,,,,,,,,,,,,,,"いた, はん, たん, けい","いた, いん, はん, そく","いた, せい, けん, さい",,,,,,,,,,20
395,羊,None,ひつじ,None,None,羊,ひつじ,Sheep,羊//ひつじ//が牧//ぼく//場//じょう//で草//くさ//を食//た//べています。,Sheep are grazing in the pasture.,,,,,,,,,,,,,,,,,,,,,,,,,,"ひつじ, よ, じょ, ひ","ひつじ, もう, さい, ひ",,,,,,,,,,,20
396,列,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
397,遊,None,あそ,None,None,遊ぶ,あそぶ,To Play,公園//こうえん//で子//こ//供//ども//たちが楽//たの//しそうに遊//あそ//んでいます。,Children are happily playing in the park.,遊び場,あそびば,Playground,新//あたら//しい遊//あそ//び場//ば//が完成//かんせい//しました。,A new playground has been completed.,,,,,,,,,,,,,,,,,,,,,"あそ, ゆう, きゅう, しょう","あそ, ゆう, れん, じん","あそ, しょ, さい, ゆう",,,,,,,,,,20
398,君,None,きみ,None,None,君,きみ,You,君//きみ//の考//かんが//えは素//す//晴//ば//らしいですね。,Your idea is wonderful.,,,,,,,,,,,,,,,,,,,,,,,,,,"きみ, くん, じょ, ちょ",,,,,,,,,,,,20
399,笛,None,ふえ,None,None,笛,ふえ,"Whistle, Flute",レフリーが笛//ふえ//を吹//ふ//きました。,The referee blew their whistle.,口笛,くちぶえ,Whistle,彼女//かのじょ//は美//うつく//しい口笛//くちぶえ//を吹//ふ//きます。,She whistles beautifully.,,,,,,,,,,,,,,,,,,,,,"ふえ, てき, れい, きん","ぶえ, ふ, てき, ひゅ",,,,,,,,,,,20
